Approved Symbol	Approved Name	Previous Symbols	Synonyms	Chromosome
SPO11	SPO11 meiotic protein covalently bound to DSB		CT35, SPATA43, TOPVIA	20q13.31
SPOCD1	SPOC domain containing 1		FLJ25348, PPP1R146	1p35.1
SPOCK1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1	TIC1, SPOCK	testican-1	5q31.2
SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2		KIAA0275, testican-2	10q22.1
SPOCK3	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3		testican-3	4q32.3
SPON1	spondin 1, extracellular matrix protein		KIAA0762, f-spondin	11p15.2
SPON2	spondin 2, extracellular matrix protein		DIL1	4p16.3
SPOP	speckle-type POZ protein		TEF2, BTBD32	17q21.33
SPOPL	speckle-type POZ protein-like		BTBD33	2q22.1
SPP1	secreted phosphoprotein 1	BNSP, OPN	BSPI, ETA-1	4q22.1
SPP2	secreted phosphoprotein 2, 24kDa		SPP24	2q37.1
SPPL2A	signal peptide peptidase like 2A		IMP3, PSL2	15q21.2
SPPL2B	signal peptide peptidase like 2B		IMP4, PSL1, KIAA1532	19p13.3
SPPL2C	signal peptide peptidase like 2C		IMP5	17q21.31
SPPL3	signal peptide peptidase like 3		IMP2, PSL4, MGC90402, MGC126674, MGC126676, DKFZP586C1324	12q24.31
SPR	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase)		SDR38C1	2p14-p12
SPRED1	sprouty-related, EVH1 domain containing 1		FLJ33903, PPP1R147	15q14
SPRED2	sprouty-related, EVH1 domain containing 2		Spred-2, FLJ21897, FLJ31917	2p14
SPRED3	sprouty-related, EVH1 domain containing 3			19q13
SPRL6B~withdrawn	symbol withdrawn, see LCE3D			
SPRN	shadow of prion protein homolog (zebrafish)		Shadoo, Sprn, bA108K14.1, FLJ41197	10q26.3
SPRNP1	shadow of prion protein homolog (zebrafish) pseudogene 1		FLJ44653	10q26.3
SPRR1A	small proline-rich protein 1A			1q21-q22
SPRR1B	small proline-rich protein 1B	SPRR1	GADD33	1q21-q22
SPRR1~withdrawn	symbol withdrawn, see SPRR1B			
SPRR2A	small proline-rich protein 2A			1q21-q22
SPRR2B	small proline-rich protein 2B			1q21-q22
SPRR2C	small proline-rich protein 2C (pseudogene)			1q21-q22
SPRR2D	small proline-rich protein 2D			1q21-q22
SPRR2E	small proline-rich protein 2E			1q21-q22
SPRR2F	small proline-rich protein 2F			1q21-q22
SPRR2G	small proline-rich protein 2G			1q21-q22
SPRR3	small proline-rich protein 3			1q21-q22
SPRR4	small proline-rich protein 4			1q21.3
SPRTN	SprT-like N-terminal domain	C1orf124	DKFZP547N043, Spartan, DVC1	1q42.12-q43
SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)		hSPRY1	4q
SPRY2	sprouty homolog 2 (Drosophila)		hSPRY2	13q31.1
SPRY3	sprouty homolog 3 (Drosophila)		HSPRY3	Xq28 and Yq12
SPRY4	sprouty homolog 4 (Drosophila)			5q31.3
SPRY4-IT1	SPRY4 intronic transcript 1 (non-protein coding)			5q31.3
SPRYD3	SPRY domain containing 3		FLJ14800	12q13.13
SPRYD4	SPRY domain containing 4		DKFZp686N0877	12q13.3
SPRYD7	SPRY domain containing 7	C13orf1	CLLD6	13q14.3
SPSB1	splA/ryanodine receptor domain and SOCS box containing 1		SSB-1	1p36.22
SPSB2	splA/ryanodine receptor domain and SOCS box containing 2		GRCC9, SSB-2	12p13.31
SPSB3	splA/ryanodine receptor domain and SOCS box containing 3	C16orf31	SSB-3	16p13.3
SPSB4	splA/ryanodine receptor domain and SOCS box containing 4		SSB-4	3q23
SPTA1	spectrin, alpha, erythrocytic 1		EL2	1q21
SPTAN1	spectrin, alpha, non-erythrocytic 1			9q34.11
SPTB	spectrin, beta, erythrocytic			14q24.1-q24.2
SPTBN1	spectrin, beta, non-erythrocytic 1			2p21
SPTBN2	spectrin, beta, non-erythrocytic 2	SCA5		11q13.2
SPTBN4	spectrin, beta, non-erythrocytic 4		SPTBN3, KIAA1642	19q13.13
SPTBN5	spectrin, beta, non-erythrocytic 5		HUSPECV, BSPECV, HUBSPECV	15q21
SPTLC1	serine palmitoyltransferase, long chain base subunit 1	HSN1	LCB1, SPTI, HSAN1, hLCB1	9q22.31
SPTLC1P1	serine palmitoyltransferase, long chain base subunit 1 pseudogene 1			10p11.22
SPTLC1P2	serine palmitoyltransferase, long chain base subunit 1 pseudogene 2			6p22.3
SPTLC1P3	serine palmitoyltransferase, long chain base subunit 1 pseudogene 3			6q12
SPTLC1P4	serine palmitoyltransferase, long chain base subunit 1 pseudogene 4			1q21.3
SPTLC1P5	serine palmitoyltransferase, long chain base subunit 1 pseudogene 5			13q22.3
SPTLC2	serine palmitoyltransferase, long chain base subunit 2		KIAA0526, LCB2, LCB2A, hLCB2a	14q24.3
SPTLC3	serine palmitoyltransferase, long chain base subunit 3	C20orf38, SPTLC2L	LCB2B, FLJ11112, hLCB2b	20p12.1
SPTSSA	serine palmitoyltransferase, small subunit A	C14orf147	ssSPTa	14q13.1
SPTSSB	serine palmitoyltransferase, small subunit B	C3orf57	ADMP, ssSPTb	3q26.1
SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)		FLJ39441, DKFZp686I068	11p15.1
SPTY2D1-AS1	SPTY2D1 antisense RNA 1			11p15.1
SPX	spexin hormone	C12orf39	MGC10946, NPQ, spexin	12p12.1
SPZ1	spermatogenic leucine zipper 1		NYD-TSP1, FLJ25709, PPP1R148	5q14.1
SQLE	squalene epoxidase			8q24.1
SQRDL	sulfide quinone reductase-like (yeast)		CGI-44	15q21.1
SQSTM1	sequestosome 1	PDB3, OSIL	p62, p60, p62B, A170	5q35
SQSTM1P1	sequestosome 1 pseudogene 1			13q21.31
SRA1	steroid receptor RNA activator 1		SRA, STRAA1	5q31
SRBC~withdrawn	symbol withdrawn, see CD2			
SRBD1	S1 RNA binding domain 1		FLJ10379	2p21
SRC	SRC proto-oncogene, non-receptor tyrosine kinase	SRC1	ASV, c-src	20q12-q13
SRCAP	Snf2-related CREBBP activator protein		KIAA0309, EAF1, SWR1, DOMO1	16p11.2
SRCIN1	SRC kinase signaling inhibitor 1		SNIP, p140Cap, KIAA1684	17q12
SRD5A1	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)			5p15.31
SRD5A1P1	steroid-5-alpha-reductase, alpha polypeptide 1 pseudogene 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha pseudogene)	SRD5AP1		Xq27.1
SRD5A2	steroid-5-alpha-reductase, alpha polypeptide 2 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 2)			2p23.1
SRD5A3	steroid 5 alpha-reductase 3		FLJ13352, SRD5A2L, SRD5A2L1	4q12
SRD5A3-AS1	SRD5A3 antisense RNA 1			4q12
SRD5A3P1	steroid 5 alpha-reductase 3 pseudogene 1			11q12.1
SRD5B1~withdrawn	symbol withdrawn, see AKR1D1			
SREBF1	sterol regulatory element binding transcription factor 1		SREBP1, bHLHd1, SREBP-1c	17p11.2
SREBF2	sterol regulatory element binding transcription factor 2		SREBP2, bHLHd2	22q13.2
SREK1	splicing regulatory glutamine/lysine-rich protein 1	SFRS12	DKFZp564B176, SRrp86, SRrp508	5q11.2-q12.1
SREK1IP1	SREK1-interacting protein 1	SFRS12IP1	FLJ36754, P18SRP	5q12.3
SRF	serum response factor (c-fos serum response element-binding transcription factor)		MCM1	6p
SRFBP1	serum response factor binding protein 1		FLJ25286, p49, STRAP, BUD22, Rlb1	5q23.1
SRGAP1	SLIT-ROBO Rho GTPase activating protein 1		KIAA1304, ARHGAP13	12q13.13
SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	FNBP2	KIAA0456, ARHGAP34, SRGAP2A	1q32.1
SRGAP2-AS1	SRGAP2 antisense RNA 1			1q32.1
SRGAP2-IT1~withdrawn	entry withdrawn			
SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B	SRGAP2P2		1q21.1
SRGAP2C	SLIT-ROBO Rho GTPase activating protein 2C	SRGAP2P1		1p11.2
SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)			1q21.1
SRGAP3	SLIT-ROBO Rho GTPase activating protein 3	SRGAP2	KIAA0411, MEGAP, WRP, ARHGAP14	3p25.3
SRGAP3-AS1	SRGAP3 antisense RNA 1			3p25.3
SRGAP3-AS2	SRGAP3 antisense RNA 2			3p25.3
SRGAP3-AS3	SRGAP3 antisense RNA 3			3p25.3
SRGAP3-AS4	SRGAP3 antisense RNA 4			3p25.3
SRGN	serglycin	PRG, PRG1	PPG	10q22.1
SRGNP1	serglycin pseudogene 1			13q22.3
SRI	sorcin			7q21.1
SRIP1	sorcin pseudogene 1	SRIL		4q12
SRIP2	sorcin pseudogene 2			Xq21.31
SRIP3	sorcin pseudogene 3			Yp11.2
SRK~withdrawn	symbol withdrawn, see ZAP70			
SRL	sarcalumenin			16p13.3
SRM	spermidine synthase	SRML1	SPS1	1p36-p22
SRML2~withdrawn	entry withdrawn			
SRMP1	spermidine synthase pseudogene 1		dJ1057D4.1	20q13.13
SRMP2	spermidine synthase pseudogene 2			14q23.1
SRMS	src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites	C20orf148	SRM, dJ697K14.1	20q13.33
SRP9	signal recognition particle 9kDa			1q42.12
SRP9P1	signal recognition particle 9 pseudogene 1	SRP9L1		10q23.32
SRP14	signal recognition particle 14kDa (homologous Alu RNA binding protein)		ALURBP, MGC14326	15q22
SRP14-AS1	SRP14 antisense RNA1 (head to head)			15q15.1
SRP14P1	signal recognition particle 14kDa (homologous Alu RNA binding protein) pseudogene 1			12p13.31
SRP19	signal recognition particle 19kDa			5q21-q22
SRP54	signal recognition particle 54kDa			14q13.2
SRP54-AS1	SRP54 antisense RNA 1 (head to head)			14q13.2
SRP68	signal recognition particle 68kDa			17q25.1
SRP68P1	signal recognition particle 68kDa pseudogene 1	SRPSMCR		17p11.2
SRP68P2	signal recognition particle 68kDa pseudogene 2		SRPSMCR	17p11.2
SRP68P3	signal recognition particle 68kDa pseudogene 3		SRPSMCR	17p11.2
SRP72	signal recognition particle 72kDa			4q11
SRP72P1	signal recognition particle 72kDa pseudogene 1			18q21.1
SRP72P2	signal recognition particle 72kDa pseudogene 2		dJ274L14.2	6q25.3
SRPK1	SRSF protein kinase 1		SFRSK1	6p21.31
SRPK2	SRSF protein kinase 2		SFRSK2	7q22-q31.1
SRPK2P	SRSF protein kinase 2 pseudogene		SRPK2ps	8q12.3
SRPK3	SRSF protein kinase 3	STK23	MSSK1	Xq28
SRPR	signal recognition particle receptor (docking protein)		SRP-alpha, Sralpha	11q24-q25
SRPRB	signal recognition particle receptor, B subunit		APMCF1	3q22.1
SRPSMCR~withdrawn	symbol withdrawn, see SRP68P1			
SRPX	sushi-repeat containing protein, X-linked		ETX1	Xp21.1
SRPX2	sushi-repeat containing protein, X-linked 2		SRPUL	Xq21.33-q23
SRR	serine racemase		ILV1, ISO1	17p13
SRRD	SRR1 domain containing		HC/HCC, SRR1L	22q12.1
SRRM1	serine/arginine repetitive matrix 1		SRM160, POP101, MGC39488	1p36
SRRM1P1	serine/arginine repetitive matrix 1 pseudogene 1	SRRM1L, SRRM1P		8q24.21
SRRM1P2	serine/arginine repetitive matrix 1 pseudogene 2			3p12.1
SRRM1P3	serine/arginine repetitive matrix 1 pseudogene 3			Xq26.3
SRRM2	serine/arginine repetitive matrix 2		SRm300, SRL300, KIAA0324, Cwc21	16p13.3
SRRM2-AS1	SRRM2 antisense RNA 1			16p13.3
SRRM3	serine/arginine repetitive matrix 3		FLJ37078	7q11.23
SRRM4	serine/arginine repetitive matrix 4	KIAA1853	nSR100	12q24.23
SRRM5	serine/arginine repetitive matrix 5			19q13.31
SRRT	serrate, RNA effector molecule		Asr2, serrate, ARS2	7q21
SRSF1	serine/arginine-rich splicing factor 1	SFRS1	ASF, SF2, SRp30a, SF2p33, MGC5228	17q22
SRSF1P1	serine/arginine-rich splicing factor 1 pseudogene 1			13q21.33
SRSF2	serine/arginine-rich splicing factor 2	SFRS2	SC-35, SC35, PR264, SFRS2A	17q25.2
SRSF3	serine/arginine-rich splicing factor 3	SFRS3	SRp20	6p21
SRSF4	serine/arginine-rich splicing factor 4	SFRS4	SRP75	1p35.3
SRSF5	serine/arginine-rich splicing factor 5	SFRS5	SRP40, HRS	14q24
SRSF6	serine/arginine-rich splicing factor 6	SFRS6	SRP55, B52	20q12-q13.1
SRSF7	serine/arginine-rich splicing factor 7	SFRS7	9G8, ZCRB2, HSSG1, AAG3, RBM37, ZCCHC20	2p22.1
SRSF8	serine/arginine-rich splicing factor 8	SFRS2B	SRP46	11q21
SRSF9	serine/arginine-rich splicing factor 9	SFRS9	SRp30c	12q24.31
SRSF9P1	serine/arginine-rich splicing factor 9 pseudogene 1	SFRS9P1		21q22.12
SRSF10	serine/arginine-rich splicing factor 10	FUSIP2, FUSIP1, SFRS13A	TASR1, TASR2, SRp38, SRrp40, SFRS13, PPP1R149	1p36.11
SRSF10P1	serine/arginine-rich splicing factor 10 pseudogene 1	FUSIP1P, SFRS13AP1	HsT2687	18q21.1
SRSF10P2	serine/arginine-rich splicing factor 10 pseudogene 2	FUSIP1P2, SFRS13AP2		20p12.3
SRSF11	serine/arginine-rich splicing factor 11	SFRS11	p54, NET2	1p31.1
SRSF11P1	serine/arginine-rich splicing factor 11 pseudogene 1			12p12.3
SRSF12	serine/arginine-rich splicing factor 12	SFRS13B	SRrp35, SFRS19	6q16.1
SRS~withdrawn	symbol withdrawn, see SMS			
SRXN1	sulfiredoxin 1	C20orf139	Npn3, SRX1, YKL086W, dJ850E9.2	20p13
SRY	sex determining region Y		TDF	Yp11.3
SS18	synovial sarcoma translocation, chromosome 18	SSXT	SYT	18q11.2
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1		KIAA0693	20q13.3
SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2		KIAA-iso	3p21
SS18L2P1	synovial sarcoma translocation gene on chromosome 18-like 2 pseudogene 1			10p11.21
SS18L2P2	synovial sarcoma translocation gene on chromosome 18-like 2 pseudogene 2			18q21.2
SSAV1L~withdrawn	entry withdrawn			
SSAV1~withdrawn	entry withdrawn			
SSB	Sjogren syndrome antigen B (autoantigen La)		LARP3, La, La/SSB	2q31.1
SSBP1	single-stranded DNA binding protein 1, mitochondrial		SSBP, mtSSB	7q34
SSBP2	single-stranded DNA binding protein 2		HSPC116	5q14.1
SSBP3	single stranded DNA binding protein 3		CSDP, SSDP, FLJ10355, SSDP1	1p32.3
SSBP3-AS1	SSBP3 antisense RNA 1	C1orf191	MSTP128	1p32.3
SSBP4	single stranded DNA binding protein 4			19p13.1
SSC4D	scavenger receptor cysteine rich family, 4 domains	SRCRB4D	SRCRB-S4D, S4D-SRCRB	7q11.23
SSC5D	scavenger receptor cysteine rich family, 5 domains		FLJ35258	19q13.42
SSFA1~withdrawn	symbol withdrawn, see NHP2L1			
SSFA2	sperm specific antigen 2		CS-1, SPAG13, KRAP, KIAA1927	2q32.1
SSH1	slingshot protein phosphatase 1		KIAA1298	12q24.12
SSH2	slingshot protein phosphatase 2		KIAA1725	17q11.2
SSH3	slingshot protein phosphatase 3		FLJ20515, FLJ10928	11q13
SSMEM1	serine-rich single-pass membrane protein 1	C7orf45	FLJ40316	7q32.2
SSNA1	Sjogren syndrome nuclear autoantigen 1		NA14, N14	9q34.3
SSPN	sarcospan	KRAG	SPN1, SPN2	12p11.2
SSPO	SCO-spondin		SCO-spondin, KIAA0543, FLJ36112	7q36.1
SSR1	signal sequence receptor, alpha		TRAPA	6p24.3
SSR1P1	signal sequence receptor, alpha pseudogene 1			6q25.1
SSR1P2	signal sequence receptor, alpha pseudogene 2			13q22.2
SSR2	signal sequence receptor, beta (translocon-associated protein beta)		TLAP, TRAPB	1q21-q23
SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)		TRAPG	3q25.31
SSR4	signal sequence receptor, delta		TRAPD	Xq28
SSR4P1	signal sequence receptor, delta pseudogene 1	C21orf122	PRED90, MGC10960, PRED57	21q22.3
SSRP1	structure specific recognition protein 1		FACT80	11q12
SSSCA1	Sjogren syndrome/scleroderma autoantigen 1		p27	11q13.1
SSSCA1-AS1	SSSCA1 antisense RNA 1 (head to head)			11q13.1
SST	somatostatin		SMST	3q28
SSTR1	somatostatin receptor 1			14q13
SSTR2	somatostatin receptor 2			17q24
SSTR3	somatostatin receptor 3			22q13.1
SSTR4	somatostatin receptor 4			20p11.21
SSTR5	somatostatin receptor 5			16p13.3
SSTR5-AS1	SSTR5 antisense RNA 1			16p13.3
SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)		HSPC182	1p36
SSU72P1	SSU72 pseudogene 1			Xq23
SSU72P2	SSU72 pseudogene 2			11p15.4
SSU72P3	SSU72 pseudogene 3			11p15.4
SSU72P4	SSU72 pseudogene 4			11p15.4
SSU72P5	SSU72 pseudogene 5			11p15.4
SSU72P6	SSU72 pseudogene 6			11p15.4
SSU72P7	SSU72 pseudogene 7			11p15.4
SSU72P8	SSU72 pseudogene 8			7q31.33
SSUH2	ssu-2 homolog (C. elegans)	C3orf32	fls485, ssu-2	3p25.3
SSX1	synovial sarcoma, X breakpoint 1		CT5.1	Xp11.23
SSX2	synovial sarcoma, X breakpoint 2	SSX	HOM-MEL-40, HD21, MGC3884, MGC15364, MGC119055, CT5.2a	Xp11.22
SSX2B	synovial sarcoma, X breakpoint 2B		CT5.2b	Xp11.22
SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein			1p22.3
SSX3	synovial sarcoma, X breakpoint 3		CT5.3	Xp11.23
SSX4	synovial sarcoma, X breakpoint 4		CT5.4	Xp11.23
SSX4B	synovial sarcoma, X breakpoint 4B		OTTHUMT00000056510	Xp11.23
SSX5	synovial sarcoma, X breakpoint 5			Xp11.23
SSX6	synovial sarcoma, X breakpoint 6 (pseudogene)	SSXP2	psiSSX2	Xp11.23
SSX7	synovial sarcoma, X breakpoint 7			Xp11.23
SSX8	synovial sarcoma, X breakpoint 8			Xp11.22
SSX9	synovial sarcoma, X breakpoint 9			Xp11.23
SSX10~withdrawn	symbol withdrawn, see SSXP4			
SSXP1	SSX family pseudogene 1		psiSSX1	Xp11.22
SSXP2~withdrawn	symbol withdrawn, see SSX6			
SSXP3	SSX family pseudogene 3		psiSSX3	Xp11.23
SSXP4	SSX family pseudogene 4	SSX10	psiSSX4	Xp11.22
SSXP5	SSX family pseudogene 5		psiSSX5	Xp11.22
SSXP6	SSX family pseudogene 6		psiSSX6	Xp11.23
SSXP7	SSX family pseudogene 7		psiSSX7	Xp11.23
SSXP8	SSX family pseudogene 8		psiSSX8	Xp11.23
SSXP9	SSX family pseudogene 9		psiSSX9	Xp11.23
SSXP10	SSX family pseudogene 10		psiSSX10	6q22.31
ST2	suppression of tumorigenicity 2			11p14.3-p12
ST3	suppression of tumorigenicity 3			11q13-q23
ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	SIAT4A	ST3O, SIATFL, ST3GalA.1	8q24.22
ST3GAL1P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1			4q13.2
ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	SIAT4B	ST3GALII, ST3GalA.2	16q22.3
ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	SIAT6, MRT12		1p34.1
ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867	11q23-q24
ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)		DCPS-AS1, FLJ39051	11q24.2
ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	SIAT9	ST3GalV, SIATGM3S	2p11.2
ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)			2p11.2
ST3GAL5P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1			5p13.3
ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	SIAT10	ST3GALVI	3q12.2
ST3GAL6-AS1	ST3GAL6 antisense RNA 1			3q12.1
ST4~withdrawn	symbol withdrawn, see AIM1			
ST5	suppression of tumorigenicity 5		HTS1, DENND2B, p126	11p15
ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	SIAT1		3q27-q28
ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	SIAT2	KIAA1877, St6gal2, St6GalII	2q11-q12
ST6GAL2-IT1	ST6GAL2 intronic transcript 1 (non-protein coding)			2q12.2
ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	SIAT7A	ST6GalNAcI	17q25.3
ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	SIAT7, SIAT7B, SIATL1	ST6GalNAII, STHM	17q25.1
ST6GALNAC2P1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1			2p11.2
ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIAT7C		1p31.1
ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	SIAT7D	ST6GALNACIV, SIAT3C	9q34
ST6GALNAC4P1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1			13q12.11
ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	SIAT7E	MGC3184, ST6GalNAcV	1p31.1
ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIAT7F	ST6GALNACVI	9q34.13
ST7	suppression of tumorigenicity 7	FAM4A1	TSG7, SEN4, ETS7q, HELG, RAY1, FAM4A	7q31.2
ST7-AS1	ST7 antisense RNA 1	ST7OT1	ST7AS1	7q31.2
ST7-AS2	ST7 antisense RNA 2	ST7OT2	ST7AS2	7q31.2
ST7-OT3	ST7 overlapping transcript 3	ST7OT3	NCRNA00026	7q31.3
ST7-OT4	ST7 overlapping transcript 4	ST7OT4	NCRNA00042	7q31.2
ST7L	suppression of tumorigenicity 7 like		FLJ20284, STLR, ST7R, FAM4B	1p13.1
ST8	suppression of tumorigenicity 8 (ovarian)		OVCS	6q25-q27
ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	SIAT8, SIAT8A		12p12.1-p11.2
ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	SIAT8B	STX, ST8SIA-II, HsT19690	15q26
ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	SIAT8C		18q21.31
ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	SIAT8D	PST, PST1	5q21
ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	SIAT8E		18q12.3
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	SIAT8F		10p13
ST8SIA6-AS1	ST8SIA6 antisense RNA 1			10p12.33
ST11	suppression of tumorigenicity 11 (pancreas)		PETS1	3p
ST12~withdrawn	symbol withdrawn, see KLF6			
ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)		SNC6, HSPABP1, HIP, P48, FAM10A1	22q13.2
ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1			2p25.1
ST13P2	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2			2q32.1
ST13P3	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 3	FAM10A3	FAM10A3P	12q24.11
ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	FAM10A4	FAM10A4P	13q14
ST13P5	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5	FAM10A5		11p15.1
ST13P6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6	FAM10A6	FAM10A6P	8q24.22
ST13P7	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7	FAM10A7	FAM10A7P	7q33
ST13P8	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 8			12q14.1
ST13P9	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 9			12p11.1
ST13P10	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 10			11q23.1
ST13P11	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 11			11q21
ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12			5q14.2
ST13P13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13			10q24.33
ST13P14	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 14			3p21.2
ST13P15	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 15			3q24
ST13P16	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 16			6q15
ST13P17	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 17			7q34
ST13P18	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18			Xq21.32
ST13P19	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 19			1q32.2
ST13P20	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20			1p31.1
ST13P21	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 21			1p13.3
